cell_type,metabolite,n_cells,frac_sig,mean_cs,mean_cs_sig,mean_neg_log10_pval,log2_enrichment
B,17a-Ethynylestradiol,4,0.0,0.0,,1.7145009,-inf
B,2-Hydroxychlorpropamide,4,0.0,0.0,,1.6971902,-inf
B,25-Hydroxycholesterol,4,0.0,0.0,,1.6777985,-inf
B,"3',4'-Dihydrodiol",4,0.0,0.0,,1.7145009,-inf
B,4'-Hydroxydiclofenac,4,0.0,0.0,,1.7145009,-inf
B,4-Hydroxycyclophosphamide,4,0.0,0.0,,1.7145009,-inf
B,4-ene-Valproic acid,4,0.0,0.0,,1.4082594,-inf
B,5-Hydroxyomeprazole,4,0.0,0.0,,1.2343035,-inf
B,8-Hydroxycarvedilol,4,0.0,0.0,,1.7145009,-inf
B,Acetate,4,0.0,0.0,,1.4710832,-inf
B,Acetyl-L-Carnitine,4,0.0,0.0,,1.4652128,-inf
B,Adenosine triphosphate,4,0.0,0.0,,1.495117,-inf
B,Amiloride-sensitive sodium transport,4,0.0,0.0,,0.9567059,-inf
B,Anion exchange,4,0.0,0.0,,0.4747927,-inf
B,Butyrate,4,0.0,0.0,,2.236781,-inf
B,Cadmium,4,0.0,0.0,,1.6651002,-inf
B,Calcidiol,4,0.0,0.0,,3.0004342,-inf
B,Chloride,4,0.0,0.0,,1.1699846,-inf
B,Chloride ion,4,0.0,0.0,,1.3997227,-inf
B,Cholesterol,4,0.0,0.0,,1.6204587,-inf
B,Cholic acid,4,0.0,0.0,,1.2594886,-inf
B,Choline,4,0.0,0.0,,1.4652128,-inf
B,Citric acid,4,0.0,0.0,,1.5347344,-inf
B,Cortisol,4,0.0,0.0,,1.6404786,-inf
B,Creatine,4,0.0,0.0,,1.4652128,-inf
B,D-Galactose,4,0.0,0.0,,1.9929868,-inf
B,D-Glucose,4,0.0,0.0,,1.9929868,-inf
B,D-Lactate,4,0.0,0.0,,2.236781,-inf
B,D-Maltose,4,0.0,0.0,,2.9251766,-inf
B,D-Mannose,4,0.0,0.0,,1.9929868,-inf
B,D-Xylose,4,0.0,0.0,,2.9251766,-inf
B,Dehydroascorbic acid,4,0.0,0.0,,1.9929868,-inf
B,Docosahexaenoic acid,4,0.0,0.0,,1.9929868,-inf
B,Dopamine,4,0.0,0.0,,1.4652128,-inf
B,E-3179,4,0.0,0.0,,1.7145009,-inf
B,Estradiol,4,0.0,0.0,,1.2992299,-inf
B,Estriol,4,0.0,0.0,,1.7145009,-inf
B,Fatty acid,4,0.0,0.0,,0.5973016,-inf
B,Folic acid,4,0.0,0.0,,1.5873265,-inf
B,Folinic acid,4,0.0,0.0,,1.6596017,-inf
B,Glucosamine,4,0.0,0.0,,2.0004776,-inf
B,Glycerol,4,0.0,0.0,,1.7145009,-inf
B,Glycyl-glycine,4,0.0,0.0,,2.7746615,-inf
