cell_type,gene_pair,n_cells,frac_sig,mean_cs,mean_cs_sig,mean_neg_log10_pval,log2_enrichment
B,SLC2A3_SLC2A3,4,0.0,0.0,,2.9251766,-inf
B,SLC2A1_SLC2A1,4,0.0,0.0,,2.0004776,-inf
B,SLC16A1_SLC16A1,4,0.0,0.0,,2.236781,-inf
B,SLCO2B1_SLCO2B1,4,0.0,0.0,,1.5347344,-inf
B,SLC16A1_SLC22A5,4,0.0,0.0,,3.0004342,-inf
B,SLC22A5_SLC22A5,4,0.0,0.0,,1.4652128,-inf
B,SLC3A1_SLC3A2,4,0.0,0.0,,2.7746615,-inf
B,SLC39A8_SLC39A8,4,0.0,0.0,,1.6651002,-inf
B,SLC3A2_SLC40A1,4,0.0,0.0,,2.15121,-inf
B,SLC40A1_SLC40A1,4,0.0,0.0,,0.961354,-inf
B,SLC16A9_SLC22A4,4,0.0,0.0,,3.0004342,-inf
B,SLC22A4_SLC22A5,4,0.0,0.0,,3.0004342,-inf
B,SLC16A9_SLC22A5,4,0.0,0.0,,3.0004342,-inf
B,SLC16A9_SLC16A9,4,0.0,0.0,,2.3613584,-inf
B,SLC12A2_SLC12A2,4,0.0,0.0,,1.3997227,-inf
B,SLC12A2_SLC5A3,4,0.0,0.0,,2.5130866,-inf
B,SLC12A2_SLC1A5,4,0.0,0.0,,2.5302308,-inf
B,SLC12A2_SLC5A1,4,0.0,0.0,,2.5130866,-inf
B,SLC5A7_SLC5A7,4,0.0,0.0,,3.0004342,-inf
B,SLC1A5_SLC5A1,4,0.0,0.0,,2.5118735,-inf
B,CPT1A_CPT1A,4,0.0,0.0,,0.65391064,-inf
B,FABP5_FABP5,4,0.0,0.0,,1.3618809,-inf
B,CD36_MSR1,4,0.0,0.0,,3.0004342,-inf
B,CD36_CD36,4,0.0,0.0,,2.699404,-inf
B,MSR1_MSR1,4,0.0,0.0,,2.580124,-inf
B,ABCA1_ABCA1,4,0.0,0.0,,1.6777985,-inf
B,ABCG2_ABCG2,4,0.0,0.0,,2.2746615,-inf
B,ABCB1_ABCB1,4,0.0,0.0,,1.7145009,-inf
B,ABCB1_ABCG2,4,0.0,0.0,,3.0004342,-inf
B,SLC20A2_SLC20A2,4,0.0,0.0,,2.2420783,-inf
B,ABCC3_ABCC3,4,0.0,0.0,,1.6596017,-inf
B,LRP1_LRP1,4,0.0,0.0,,1.4206092,-inf
B,SLC22A2_SLC6A2,4,0.0,0.0,,3.0004342,-inf
B,LRP2_LRP2,4,0.0,0.0,,3.0004342,-inf
B,SLC15A1_SLC15A1,4,0.0,0.0,,2.7746615,-inf
B,SCARB1_SCARB1,4,0.0,0.0,,2.1870997,-inf
B,ABCC3_SLC16A1,4,0.0,0.0,,3.0004342,-inf
B,ABCC2_ABCC4,4,0.0,0.0,,3.0004342,-inf
B,ABCB1_ABCC3,4,0.0,0.0,,2.1170228,-inf
B,ABCG2_SLC16A1,4,0.0,0.0,,3.0004342,-inf
B,ABCC1_SLCO2B1,4,0.0,0.0,,2.6241465,-inf
B,ABCB1_SLC16A1,4,0.0,0.0,,3.0004342,-inf
B,ABCB1_SLC22A4,4,0.0,0.0,,3.0004342,-inf
B,ABCG2_SLC22A4,4,0.0,0.0,,3.0004342,-inf
B,TAP1_TAP1,4,0.0,0.0,,1.495117,-inf
B,AQP8_AQP8,4,0.0,0.0,,1.5052687,-inf
